DATAFLOW,MEASURE: Measure,INDUSTRY: Industry,TSEST: Adjustment Type,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,UNIT_MULT: Unit of Multiplier,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-04,972.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-05,1098.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-06,1100.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-07,1178.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-08,1037.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-09,1021.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-10,1141.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-11,1451.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2020-12,1663,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-01,1178.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-02,1094.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-03,1260.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-04,1204.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-05,1269,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-06,1210.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-07,1226.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-08,1211,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-09,1227.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-10,1325,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-11,1662.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2021-12,1963,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-01,1410.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-02,1264.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-03,1420,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-04,1373.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-05,1480.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-06,1472.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-07,1480.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-08,1481.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-09,1456.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-10,1504.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-11,1710.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2022-12,1979.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2023-01,1399.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2023-02,1296.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2023-03,1431.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2023-04,1328.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2023-05,1483.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2023-06,1431.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,45: Other retailing,10: Original,2: Victoria,M: Monthly,2023-07,1416,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2010-07,686.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2010-08,698.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2010-09,681.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2010-10,687,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2010-11,731.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2010-12,919.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-01,664.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-02,611.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-03,655.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-04,625.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-05,652.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-06,691.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-07,666.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-08,691.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-09,683.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-10,684.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-11,722.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2011-12,909.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-01,667.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-02,607.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-03,657.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-04,618.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-05,673.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-06,718.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-07,717.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-08,725,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-09,714.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-10,725.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-11,755.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2012-12,905,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-01,711.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-02,652,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-03,679.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-04,669.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-05,707.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-06,717.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-07,754.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-08,774.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-09,732.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-10,748.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-11,778.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2013-12,937.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-01,743.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-02,655.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-03,713.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-04,689.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-05,739.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-06,778.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-07,768.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-08,751.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-09,781.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-10,811.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-11,840.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2014-12,1000.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-01,822.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-02,716.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-03,782.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-04,733.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-05,788.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-06,839.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-07,834.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-08,822,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-09,819.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-10,864.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-11,890.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2015-12,1079,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-01,841,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-02,777.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-03,800.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-04,785.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-05,800.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-06,861.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-07,853.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-08,862.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-09,897.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-10,918.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-11,947.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2016-12,1085,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-01,872.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-02,757.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-03,810.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-04,801,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-05,830.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-06,941.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-07,882.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-08,881.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-09,889.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-10,913.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-11,988.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2017-12,1148,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-01,918.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-02,792.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-03,861.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-04,804.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-05,849.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-06,909.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-07,898.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-08,899.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-09,898.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-10,942.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-11,1008.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2018-12,1149.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-01,903.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-02,784.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-03,845.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-04,812.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-05,843.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-06,915.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-07,902.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-08,915.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-09,895.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-10,934.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-11,1027.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2019-12,1191.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-01,932.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-02,844.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-03,919.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-04,916.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-05,1137.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-06,1153.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-07,1201.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-08,1175.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-09,1122.2,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-10,1142.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-11,1289.6,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2020-12,1447.8,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2021-01,1120.3,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2021-02,1005.5,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2021-03,1069.1,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2021-04,983.4,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2021-05,1050.9,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2021-06,1128.7,AUD: Australian Dollars,6: Millions,,
ABS:RT(1.0.0),M1: Current Prices,42: Household goods retailing,10: Original,3: Queensland,M: Monthly,2021-07,1129.4,AUD: Australian Dollars,6: Millions,,
